,company,title,link,source,content,publish_date,time,article_type
10,Oracle,Announcing the general availability of Oracle Globally Distributed Autonomous Database,https://news.google.com/read/CBMiogFBVV95cUxQb1I0dzlKOVlOOFQ5UDFudlVOejJCTm9URFRvaEVJRlg3dVpXWktIQWRoSTVab2gzU3pkV3JQcTJ0MTdsNkFwRTM3cUszbnU0UXp2b00tX0FCNlJWaUhvVTZZRjBXMmZCMDh6NXFRMjBPNlNGalprMXpMMzZTLTlJNVBjOHZqT0ZOVndQRWI0bm9fejBGXzhoel9sUFV0T1Jxanc?hl=en-US&gl=US&ceid=US%3Aen,Oracle,,2024-03-04T08:00:00.000Z,Mar 4,regular
11,Oracle,Private Endpoint for Secure OCI Access,https://news.google.com/read/CBMiaEFVX3lxTE5aWkQzV2tKdUVqUDU3QWFXbUlxRXBfUFZlb2dlMllKcDE5WVNMdmdZQTMtVnd2ejhxU0FFblhCVk9vT2lfVVFoZGhJeU12NnlhOTV2NkF3R2JIQndyLUxGUFJXY2dkNEtT?hl=en-US&gl=US&ceid=US%3Aen,Oracle,,2023-12-21T15:46:36.000Z,"Dec 21, 2023",regular
12,Oracle,Dynamic Routing Gateway,https://news.google.com/read/CBMickFVX3lxTE02dWpJdlJ6ZGJKd2h4eWdmUFI4RERpMERNUHhzQUhockpHNEk5dHVnQmtTNVpCcnV0a2VVcGhzMFJFVmxIbTRVODJpclZfT05EV0VlZzRZRF9FTkJLckp6R3h4ckpzazR5SHU0ZVcwYVNqdw?hl=en-US&gl=US&ceid=US%3Aen,Oracle,,2024-04-17T16:47:43.000Z,Apr 17,regular
13,Oracle,Watch Oracle DevLive: Build with Data and AI,https://news.google.com/read/CBMiU0FVX3lxTFBraWtQbUxaeUk2M3gzaklsQ2prZWR3SkxCTDhNaldGUzFGM3V3bnhXdWpXTXBPVzJrUDFPY2RDYlc2TUNFT01zdTdBamxjMW9yb25V?hl=en-US&gl=US&ceid=US%3Aen,Oracle,,2024-01-08T18:56:15.000Z,Jan 8,regular
14,Oracle,First Principles: Powering mission critical applications with Oracle Database@Azure,https://news.google.com/read/CBMiuwFBVV95cUxOOTh2QVJSeWJSOGZJNFZVcmJVd054alBmWVNPRkg5WnhkWFFRU2RodXh4cTYxY19Xb2pvMXpsV01Hd0stSjR5bmVaVE8xOEk4STFVbmdXdkJidW0xTmllNVJfaGlhT1NmZF9hRXNGQTRlWm9FTlJuSWR0cmNqTzRvZ2lsSkRxUnJ4d2dhY0g0TGlkNEJZWUZoN1haaVl0Q3EtN0s1SzQyR3ZZOUdNWmEwM002aUFjTEJ6U09N?hl=en-US&gl=US&ceid=US%3Aen,Oracle,,2023-12-13T08:00:00.000Z,"Dec 13, 2023",regular
15,Oracle,Introducing Oracle Exadata Database Service on Exascale Infrastructure,https://news.google.com/read/CBMirgFBVV95cUxNajFqNFI1OGI5TUxHeHpMUDFxRFQyeWZHd2NPS2xvRkE2TGxWS2RkLUJuZ2tjOGIwS2pGaktWTXYyUUdYUURsN3hEOENkX1JCQk5LR2FaMk1tUlJBM25uY2FmcEdBTGNUT0phUEV3QlAzWnFWcFU3NzN5ZXpvYWdlci1IRENrYkloTm8zRnpRdi1lWnNRODRHYU5rY2dGVDBuVVJJaHlzTVJwZmU4SEE?hl=en-US&gl=US&ceid=US%3Aen,Oracle,,2024-07-09T07:00:00.000Z,Jul 9,regular
16,Oracle,RFDS builds a life-saving IT architecture on Oracle Autonomous Database,https://news.google.com/read/CBMiT0FVX3lxTE5JUkxoOXZsenRPd090RmUxY3RtcHd2NC1LcVFRb2lMWHBMbmY3WVpzMGpFM3kzeVV5RF9abFlsTXlyLWpvcDl0OFNnZFNDWDg?hl=en-US&gl=US&ceid=US%3Aen,Oracle,,2023-08-29T07:00:00.000Z,"Aug 29, 2023",regular
17,Oracle,Clinical suite of solutions,https://news.google.com/read/CBMiWEFVX3lxTE1DZW5IWTgyMktjZjViU21JT0lPWlhsaHpSMEgxeUNEZkUxRTdWNE4yaHhDRGxCV2JVNlltazFtQzJLVEg3dVBTenM5a3Z1cTFFUXhMaDI1Q2E?hl=en-US&gl=US&ceid=US%3Aen,Oracle,,2023-09-07T02:29:28.000Z,"Sep 7, 2023",regular
18,Oracle,Clinical and Financial Operations,https://news.google.com/read/CBMibEFVX3lxTE1leHFHNTVNNGdwaW9MelFLZFAxUXFYNHVXMzc4X09fb2tjdW1IcC1wX05McUFpX1Y4dTFTaVNXc3ZYRVZxX0VoQlFNTmplZklEVVhxeHREVVdacEZ5UW1EOEVlRFhaTEFMYTFZMA?hl=en-US&gl=US&ceid=US%3Aen,Oracle,,2023-09-07T02:29:29.000Z,"Sep 7, 2023",regular
19,Oracle,"Oracle to launch generative AI-backed clinical assistant within next quarter, exec says",https://news.google.com/read/CBMioAFBVV95cUxPUWFOd2s4c3JNVzF2RUJYY0FsSHV0cGtZaU9obnJ1MXlnV2lIUk5CMkI2M2tCS293WlMzZ0twUjlySldTMHlDcDhUR3UyNGRtWjE5R05PdWQ3U0dUMVFqUEhWNTBseldwMDY2U2dlRlJReFFuRkdyV2NRQXFySlFKU2xZUkZIRFJ3aFVuQzd6aUk4ZXpMMEVfeFQ3Uk4weU80?hl=en-US&gl=US&ceid=US%3Aen,Healthcare Dive,,2024-03-12T07:00:00.000Z,Mar 12,regular
20,Oracle,Announcing Oracle Database 23ai : General Availability,https://news.google.com/read/CBMif0FVX3lxTFAzVUtRUmFJcVBkQmJoLTVnTG1xN2lFRHQyQXFMa2NrR2FJYktQZVBOMHBlZWhHZTdEYWk0ZHdfbnlrOWZyUnhCYVAzSDZCdFQ1V2lrem9JSHNaLVl0bk9KQTMyOGtFbnZzYTdmdTZ5ejZVZFVRTDg2cEVQOVBvYW8?hl=en-US&gl=US&ceid=US%3Aen,Oracle,,2024-05-02T07:00:00.000Z,May 2,regular
21,Oracle,Oracle Database 23ai : Where to find information,https://news.google.com/read/CBMilAFBVV95cUxQNUtSMkxqTXdPLUpvelBWR0Z6dVB3U1ZEeDRmamlObTZXWTFpanBQT3NqVUhrS0lZZHhIZnRBRWlRTTEyOVVrWV9YRi1wa21CN29ZanlHVlFyNnNIdWtlVDZfZnJZTzFjd1FJUTNvTC1fWW1tNVFGUF9GeW1ZZWNyc3FMT3ktMmRWVFAwNGRsbVFFMXRB?hl=en-US&gl=US&ceid=US%3Aen,Oracle,,2024-05-02T07:00:00.000Z,May 2,regular
22,Oracle,Microsoft and Oracle announce that Oracle Database@Azure is now generally available,https://news.google.com/read/CBMivwFBVV95cUxOQ3F0eTctM0gtQlhra0NIWXROZFVVU2M5VEJvVkdjSWFEb3ljQTBhMlYwa3NDR3U4ejViaTdHdDFvNV8yNFR4cjJyb3kyalNlSjVJLTVoXzkxZVh3Z29mT05MeklCd3hPQ2Q2SEtfOW1tTkhveGp6aWt1bVdOVGl2THcyN0ppUmpVbnZFSlVoYWprRWpiZFlaM2ZKd3hKQ1UwR1g0eTRjQVBqRTN0YlQxbTlkWUl1UHBOZmJwQnZENA?hl=en-US&gl=US&ceid=US%3Aen,Microsoft,,2023-12-13T08:00:00.000Z,"Dec 13, 2023",regular
23,Oracle,Sharing Data from On-Premise Oracle Databases,https://news.google.com/read/CBMilAFBVV95cUxNc0ozZl95MS1KeFdybVZvRFFyX3BjRFlsRXVqWWdDR2tCdVZRM0tyVVZlcm5lYjBnU05CX0d6cU5KazhmanJMZnQtRGJXZHZVR2NvNV9UOVk4MTZvRl9fS0gtVUhCVnozVEJsVUtqZFRXUzJidUxieUJub1N1bXlYY2tlZWpTZERNNUZVY2g1N3phMnRR?hl=en-US&gl=US&ceid=US%3Aen,Oracle,,2024-01-12T08:00:00.000Z,Jan 12,regular
24,Oracle,Implement Semantic Search in Oracle APEX using AI Vector Search of Oracle Database 23ai,https://news.google.com/read/CBMivwFBVV95cUxQdjRLMXRJdldNTGVDbWhHUlBscmF0N1RqdEpWcVBRdGRsNDV6eVdwUVJoczI2aFVLdDZWYVAxbVBHS1A5ckt4TlJJQzFST3NjNXBjQU1wd3diU09Pc3RYWFhqMHZCUVd3eldfQmR2YjVaQWtpUkdaVXR4ODJPT1A0VFFoMlotdFdTbTgtdXFPYUw5NDh3VG8yeHgxTE5VYk4xRnFZZXUwb1N4RFkyRVhEQWRxNkI1TFhyYUlTRzA1RQ?hl=en-US&gl=US&ceid=US%3Aen,Oracle,,2024-07-17T07:00:00.000Z,Jul 17,regular
25,Oracle,How Oracle Autonomous Database Connects with Databricks Across Clouds,https://news.google.com/read/CBMitgFBVV95cUxNM1J3VmRtblRlRlhyV2Y4aFphX1FmX0tJMHVZQ0JXN3Nuem9DMjI5clZRT3JoOE5DRnUyeHFwLUh6UE5WU3RyQ3ZZWVF3TFUteTF6Ull0YWJHb3RXWEdJaWo1QXdCbUQ3ZmlyMDhMb1FheGpLWENtbmZQbEJxd2g0WXpzbWNGMXI4YjVBaFY4eHRqQVRZVnNTSUYtcjhRNmxVVzZkT0ZBSmxBMWVMdEk3bHNia0dvdw?hl=en-US&gl=US&ceid=US%3Aen,Oracle,,2023-10-31T07:00:00.000Z,"Oct 31, 2023",regular
26,Oracle,Oracle Database 23c: The Next Long Term Support Release,https://news.google.com/read/CBMimAFBVV95cUxPUE1kRVV2Y05MUlFYRVExSkJwcnRYZmdKVmpIYi1rRlF4UzJmMXRqNlFXdkVQT3d3U1hrdUFUSWczWHc4TktxTjM2Rk5EQmJydU1YQ2xuVl9GMndtVVM4bzZRbzBjUFJIQml1dC11UUlGNkJ3OWY3Nld2cy1YdEdkODF1aXVVS0podWhJWFRNOHJlMDAyX2I1dw?hl=en-US&gl=US&ceid=US%3Aen,Oracle,,2023-09-19T07:00:00.000Z,"Sep 19, 2023",regular
27,Oracle,Exclusive: Oracle Will End All of Its Ad Products by Sept. 30,https://news.google.com/read/CBMinAFBVV95cUxPQTNPVFdRdGU1SWFNa2pxc01oVUpWeEdiQkRoYXBrYmcyWnZEVjBHcVJjeGdwZ2FQZzRCSTJyMS1JQy1SWjVEVWd2bkZESnNZUEVaRnJqUXNCczJDZFp0UklYOFY3alZkNWhRVGpqZjNRRl81RU9QMWo5R2lZeFUtbExKTTAzbTZUcDA2MDhUU2tjbUNoSVJ3dzREd0c?hl=en-US&gl=US&ceid=US%3Aen,Adweek,,2024-06-17T07:00:00.000Z,Jun 17,regular
28,Oracle,Introducing Zero to low-cost Autonomous Database for Developers,https://news.google.com/read/CBMijgFBVV95cUxNRDgyeEUwTGhmX3dwZmlYSXpBSGVpc205d1RiVDFhSWtfYmV4MzBVa0VZYjYydWwwcUhDMjZseE5uMUwzYkU0V1FqQnZoUWRIbGcycnh4RnZ3X1pNbDNmUTRfWHZ5VXpMSkJlUkxkTTVaQUdZcFFaMjFhNjVxQ1NtMlhmc09seDQtSnU5WHNn?hl=en-US&gl=US&ceid=US%3Aen,Oracle,,2024-03-14T07:00:00.000Z,Mar 14,regular
29,Oracle,What Is a Domain Name System (DNS)?,https://news.google.com/read/CBMiZ0FVX3lxTE1EamFyNEtqWEZ5Qk5Mazc0bks2eGNPQnpUMjVURVNxTjBJT3djWi1ab2xDYTRXNXk2WU5NT2NrVHQtSHFtaGNJVl83dlh3MUwxZEVMaHNTRGQ1ZDNZQWVaRlduLUZ2NHc?hl=en-US&gl=US&ceid=US%3Aen,Oracle,,2024-05-15T07:00:00.000Z,May 15,regular
30,Oracle,Announcing Oracle APEX 24.1 General Availability,https://news.google.com/read/CBMic0FVX3lxTE1tRW9ZbzB4clhjNFdXY3JSdGVocXd6dzBKSk1udnJUX3Vfc3ZvV0l6VU1tY1Rtek5OWU9oNlhVZzUtYTNPdHNINzJmc1NrQjdVMWxtNE50RHZxTVY3bkdtRUt0Z3ZqSHFFclN2NWwzSnUyZnc?hl=en-US&gl=US&ceid=US%3Aen,Oracle,,2024-06-17T07:00:00.000Z,Jun 17,regular
31,Oracle,Unveiling the Power of Oracle Globally Distributed Database: Oracle Database 23ai Advancements,https://news.google.com/read/CBMihgFBVV95cUxQQU1qcTR5RGtVYlluZS10c2x3LWY3bk9lQzZmb0lKODhEQ0t0aEN4NV9rZkZBZkNZT3VQZjVYSlFiTEFIMldWOG0zVlFEZFR1Snd2RFhyVVJveTBVNXN1bXdNSTZST3JZaF9nSWRnaThDSXI3aklHRHBxS1ptOVVXZ2x5ZXdVQQ?hl=en-US&gl=US&ceid=US%3Aen,Oracle,,2024-05-02T07:00:00.000Z,May 2,regular
32,Oracle,Oracle Globally Distributed Database supports RAFT Replication in Oracle Database 23ai,https://news.google.com/read/CBMif0FVX3lxTFB5b0lSSWRKWHJTR2c5MVFmYU5SajgtdGw0RGt0d2hVVWV6Z3NKV1VNM04yWVAtd0pNSUhxNERFX1l0NHlvVGtSdTNKaVNKRWUyU29VOHgtdVVycU1xeXNqbEJUVHVWTVpBcF9nQ0pmUTVTR0QzRjZESUxsNFlRY2c?hl=en-US&gl=US&ceid=US%3Aen,Oracle,,2024-05-02T07:00:00.000Z,May 2,regular
33,Oracle,Oracle cloud regions approved to handle secret-level data for Pentagon,https://news.google.com/read/CBMilwFBVV95cUxOdTVJRjczalZLTzlqZVNORlNyVFlmMC1PZ2k1dE9TVVJlZjc5ZC1GSnBoeVZkVXZpVnVaWWpZd2stZ2t3b2N6QVAzRExhSHlsRTNkWWtSTF8yQ3lsTmhaVHFybjgzV3Z3aTFmYlBkMS1uNllYQ2k3U1Q5ZTRYRDFsUnQ3Sm1yU2hWTEp2SGZsMVM0bHFWNEJj?hl=en-US&gl=US&ceid=US%3Aen,DefenseScoop,,2024-04-23T07:00:00.000Z,Apr 23,regular
34,Oracle,Oracle Is Shutting Down Its Ad Business,https://news.google.com/read/CBMiggFBVV95cUxQWGt4TW5uQmpjcTlRZmJYYTFzRHM5YmxNb1ZSRlFoamhRaVZFYUdsSE1TazlXbFdYblBOTDlTTkg5bWE1SUhyWXM5NHhvcEZDOW53WlhZQmY2N3g2OHltMmhTb1pUVkh5elVUaDBHUDJDR0swT1J5bG5OMnNheUhKRXdn?hl=en-US&gl=US&ceid=US%3Aen,Adweek,,2024-06-12T07:00:00.000Z,Jun 12,regular
35,Oracle,"As Oracle Terminates Its Ad Business, Here’s How Customers Can Adapt",https://news.google.com/read/CBMitwFBVV95cUxQeWVBUnNrS1NCMlFPQjV3ZXh5UTFEdmdXdW8zS19YbTZrOHRQbEN4b3F2SGN6b2tkdWRHT0pOREVGZjJkVjB2eTh3S3lSYUZBWlloZFQ5Rm1keWNYd0s3dExBWE1PWE45UWN0ZjhvYWNVNzFaWEZFZnZOUnNXRWFzS3d3STd0VThXYnNpdmRIdmIyZnYzMm1kclA4Vkd3dXVHenIwcWoyT2poX054aXVmbjg1NzFTNVk?hl=en-US&gl=US&ceid=US%3Aen,AdExchanger,,2024-07-01T07:00:00.000Z,Jul 1,regular
36,Oracle,First Principles: Optimizing PostgreSQL for the cloud,https://news.google.com/read/CBMipgFBVV95cUxQRjA3Tjh5MWtjbDY0ZnFOc3pRWUVRMURZWHhyeUh4WV9hdkxGa2tTa1ZzR0l3SDc5YkU1ZXEtREtFMjVaMHAyc3hRSFpCcUw0b20zcWN0QmFVY3V6NTg3aUcyMW5tTXlHRTFweTNTN2ZoaXZMV0hadFN2THZRVE1YekNkQXZOWnlwNmlhXzhmOTJBU1BBU1M5MXhzd09MRjdIYnEzLUh3?hl=en-US&gl=US&ceid=US%3Aen,Oracle,,2023-11-14T08:00:00.000Z,"Nov 14, 2023",regular
37,Oracle,Announcing 23ai Database Version Support on Autonomous Database on Dedicated Exadata Infrastructure,https://news.google.com/read/CBMivgFBVV95cUxOVHNlNDd3aGh0Y3RzZkF5VEs3UGtTV2lTQkJSNEVCdmxXVGFlXzhfUGN5TC1yanpwYU1XaTRVVkFDbGhJZ1E0bXA0TUV6ejlSWjNBcVBMLUpORnpEbWhwQkJTNWVqcHZNZTdZRTFyTVh5VGFSaXNMSW5nYThkaTNsbVJnUGwxWU5mVm1JN2FRRHJGRmlmSDVsMTlhNGVWMFdtUVJjNkNlMWY5MDlXczdIM3JiLWFHakxOQWlzRWpB?hl=en-US&gl=US&ceid=US%3Aen,Oracle,,2024-06-03T07:00:00.000Z,Jun 3,regular
38,Oracle,Oracle Cerner adds generative AI to its EHR platforms,https://news.google.com/read/CBMikgFBVV95cUxNdGs3U0JYWkU2aTEtVEpyWTVyQU1kMWJuTFhqRTlheWZwQUdpalk2bWN1OVA4bHdWS09ReDQ0VGlNdDdCZDlVQ0F3dkxjWmpSOGsxbGQ1amtTbVJpQ1VERWJHVmJnUWh6d2NNSDhFRldjYXUzZ3JzMW1sNWV1anFLdG5VMkhLNDJlMjBVTU1xWUtSdw?hl=en-US&gl=US&ceid=US%3Aen,Healthcare IT News,,2023-09-19T07:00:00.000Z,"Sep 19, 2023",regular
39,Oracle,Introducing Oracle Database 23c Free,https://news.google.com/read/CBMia0FVX3lxTE5PSi1zem0wal9UVlBuMnltdUc0SW9seHo3TDZJemx5dHZNZFBDdUpaeXhfUjJ0NUtLanREZUhLQjEzWkZxTVVyZE1pWE5xeU1wWGpHbThyYU9sQlg2UlFvUHJFS1NDcEJ6ZW9N?hl=en-US&gl=US&ceid=US%3Aen,Oracle,,2023-09-19T07:00:00.000Z,"Sep 19, 2023",regular
40,Oracle,Amazon RDS Custom for Oracle is now available in AWS GovCloud (US) Regions,https://news.google.com/read/CBMiogFBVV95cUxPdzFJQTllZU9nUVNQVG9namM2cFEzdXRZXzF4YzdXU1g1WWM5bmYzMkw5eVJCcWFnSk10bUZsQ0tZaXJwcHJ1QnZXMGRsS3U0d1lnVTNsWTh4anVMZ25jZ3ktYnFud3VaZ3JWUFdnbkNEVTdoQWpWOXlOV2s3QjA0ZElMdmxRNjE3aElfM3p6VnBadUxHakZmTE12NkEtdElnX2c?hl=en-US&gl=US&ceid=US%3Aen,AWS Blog,,2023-11-09T08:00:00.000Z,"Nov 9, 2023",regular
41,Oracle,Strategic customer success programs with Oracle,https://news.google.com/read/CBMilwFBVV95cUxOR25ROVVSTEV3dml2VHBCTFAtRDdYTlFZRFFMZDRZcTVwc3kyR0ZKNFZXSFhIdUk2SzlaeVFKWHZhMzlTdk5ZNXVrQ2ZCVFZ1MXRycVBxRXhVQlptb3BpNGJralUtTWlUN2xUWXJ1ekpvQS1oVl92SnRNUmZXc1BsYlI4SlBwX2tINzRqeDJPcng2bzFrdDRr?hl=en-US&gl=US&ceid=US%3Aen,PwC,,2024-03-12T07:00:00.000Z,Mar 12,regular
42,Oracle,Opinion: Why Oracle Advertising Is Really Shutting Down,https://news.google.com/read/CBMiiwFBVV95cUxPOWplY3pjM3dDRmRnQXhEelhGc0R5bDhZMVRiOGY3MEtHQ2hRYTlZWGg1Y1o4emhGQUtYRm5BSENHNkZBb2JHTjRzc3Y2bTM5bmM1RF9LLVNtZExHOGh4eFJGcWV4eUVaTmtyQkhIcEhEY1RhdlVJVUs3SU80SHBUcnlDQ0pZb2dNSEJv?hl=en-US&gl=US&ceid=US%3Aen,Adweek,,2024-07-01T07:00:00.000Z,Jul 1,regular
43,Oracle,Oracle Database 23ai now available for Exadata,https://news.google.com/read/CBMieEFVX3lxTE1YYzFTYUw0dTFOYnB4dm5CY3p2cXFJaFM4YkFpOWxLemc4Y3dxUEN0N3ZYbGViT0lwSU1NWTBWRk9DdFc1YVVUYXR2czJFbGh4ODh4OFJQaHd4QU1ncHJPdTVua2s2aWw4Z3BZdnJZUk5NMFlfRTljcw?hl=en-US&gl=US&ceid=US%3Aen,Oracle,,2024-07-22T07:00:00.000Z,Jul 22,regular
44,Oracle,Expanded enterprise-class support with Oracle Audit Vault and Database Firewall Release Update 11 (20.11),https://news.google.com/read/CBMiXEFVX3lxTE1nbFFLOGg2eTFkcXRDMnUtUTlxQWlXaTBWZDNfcHJzdjdFa0szeFRpZHItaE03UkdreWRSRDA5Wk1acllIVWNNbmREdHJQdFRtYlFOMnBhTGFfR3Bw?hl=en-US&gl=US&ceid=US%3Aen,Oracle,,2024-02-23T08:00:00.000Z,Feb 23,regular
45,Oracle,OpenAI-Oracle-Microsoft Partnership Redefines Innovation and the AI Ecosystem,https://news.google.com/read/CBMiwAFBVV95cUxQbUZZVVk2bThpbHQ1cHRjdnppbkN6cFcxbWozYUVtQ2h0eFc3T1JwVFQwbk5SMXoyYl84dldSNVN2SWdYR09lSmFudWFpcmFBblhCT0hnQkwzVVFkUlh4UTc5S2Zwa2FCUHhrbGJGZUdFekFzNE1fZVVHcGE3emVya3p4MjBBNDFiYkJkU3FSUWVtZ2FqellyT3NleHFQR29vVjIyOVlhazdRNzItbER0bXNfemY1bTZpazZ1Vm9IVk0?hl=en-US&gl=US&ceid=US%3Aen,Acceleration Economy,,2024-06-19T07:00:00.000Z,Jun 19,regular
