company,title,label,probability
Meta,Meta must face lawsuit claiming it prefers foreign workers over US citizens,social,0.5265776515007019
Meta,How Meta Ray Ban Smart Glasses Displaced My Smartphone On Opening Day,social,0.4605717658996582
Netflix,What We Watched: A Netflix Engagement Report,social,0.6962557435035706
Netflix,Netflix Upfront 2024: The Year of Growth and Momentum,social,0.4053303599357605
Netflix,Testing Games on More Devices,social,0.37380996346473694
Netflix,What We Watched the Second Half of 2023,government,0.3810116946697235
Netflix,What’s Next for Netflix Games,neutral,0.37108829617500305
Netflix,'Grand Theft Auto: The Trilogy – The Definitive Edition' Arrives on Netflix December 14,social,0.4855249226093292
Netflix,"Kick Off Summer With New Netflix Popcorn, Shows, Movies, and Games!",social,0.8138479590415955
Netflix,One Year Into Netflix Ads,social,0.716958224773407
Netflix,Netflix to Host Its First-Ever Live Sports Event as 'Drive to Survive' & 'Full Swing' Athletes Tee Up and Face Off in All-Star Golf Tournament,social,0.42642292380332947
Netflix,Netflix to Become New Home of WWE 'Raw' Beginning 2025,social,0.6316430568695068
Netflix,Thanks for Watching,social,0.5746631622314453
Netflix,Coming Soon to Netflix Games,neutral,0.39658722281455994
Netflix,"Netflix and Most Valuable Promotions Partner on Jake Paul vs. Mike Tyson, a Global Live Sports Event To Stream Exclusively on Netflix on Saturday July 20",social,0.4345771372318268
Netflix,Netflix Acquires Global Streaming Rights to Studio Ponoc’s Upcoming Animated Film Slate — 'The Imaginary' Film to Premiere Later This Year,social,0.39796000719070435
Netflix,"¡Vamos! Rafael Nadal & Carlos Alcaraz Will Face Off At 'The Netflix Slam', Live on Netflix on March 3",social,0.6162253022193909
Netflix,Netflix Reality Universe Expands With New Games,social,0.3786693811416626
Netflix,‘Avatar: The Last Airbender’ Renewed for Two More Seasons as Social Fandom Heats Up,social,0.9867685437202454
Netflix,Netflix Greenlights Two Projects with MLB Featuring the Boston Red Sox,social,0.4360092282295227
Netflix,Hidden Among Humans: ‘Parasyte: The Grey’ Premieres April 5,social,0.827713131904602
Netflix,Live-Action Series ‘Yu Yu Hakusho’ Premieres Worldwide on December 14,social,0.6633243560791016
Netflix,"Netflix’s Best New, Overlooked Action Movie Is A Must-Watch",neutral,0.35656875371932983
Netflix,‘Sweet Home’ Season 3 Arrives July 19 in Fitting Finale to Epic Series,social,0.4518466591835022
Netflix,Anime Adaptation of ‘Rising Impact’ Takes Flight on Netflix in June,social,0.5706249475479126
Netflix,Netflix Presents a First Look at Scenes From 'One Hundred Years of Solitude',social,0.8789209127426147
Netflix,Top 10 Week of Feb. 19: ‘Avatar: The Last Airbender’ and ‘Tyler Perry’s Mea Culpa’ Debut at #1,social,0.5277824401855469
Netflix,"‘Rebel Moon’ Soars to #1 Worldwide, Exciting Fans with Immersive Trailer Experience, Moon Takeovers and Special Screenings",social,0.8423212766647339
Netflix,"Netflix Returns to Annecy Festival With a Diverse and Robust Programme Including Sneak Peaks at Aardman's 'Wallace & Gromit,' Zack Snyder's 'Twilight Of The Gods,' Arcane's 'Making Of' and Skydance Animation's 'Spellbound'",social,0.5695992708206177
Netflix,"Netflix Announces New Romance Series from Japan Starring: Shun Oguri, Han Hyo-Joo, Yuri Nakamura, and Jin Akanishi",social,0.32463473081588745
Netflix,New Live-Action Series ‘Soul Mate’ Stars Hayato Isomura and Ok Taec-yeon,social,0.9248277544975281
Netflix,All the New Mobile Games Joining Netflix in August,social,0.6804341673851013
Netflix,Anime Adaptation ‘Onimusha’ Gives New Life to Legendary Game,social,0.5965714454650879
Netflix,Netflix Reveals Teaser & Date for 'Cocomelon Lane' and Unveils First Look at New Preschool Series,social,0.6120384931564331
Netflix,New Anime Series ‘THE ONE PIECE’ Starts Fresh Journey into the East Blue Saga,environment,0.4958443343639374
Netflix,‘Master of the House’ Unveils a Scandalous Tale of Power and Greed on July 18,social,0.7742860317230225
Netflix,Netflix Announces Agatha Christie Series 'The Seven Dials Mystery' by 'Broadchurch' Writer Chris Chibnall,social,0.4755464494228363
Netflix,From Past to Present: Post-Credit Footage Reveals 'Gyeongseong Creature' Season 2 to Unfold in Contemporary Seoul,social,0.5828973054885864
Netflix,Netflix Announces New Sports Series 'Receiver',social,0.35960015654563904
NVIDIA,NVIDIA Announces Financial Results for Fourth Quarter and Fiscal 2024,government,0.3365759551525116
NVIDIA,Exclusive: Nvidia pursues $30 billion custom chip opportunity with new unit,social,0.4005982279777527
NVIDIA,Nvidia overtakes Apple as No. 2 most valuable company,social,0.41549938917160034
Salesforce,"Salesforce, IQVIA expand partnership to codevelop Life Sciences Cloud",social,0.6812035441398621
Salesforce,Salesforce shares tumble as soft cloud demand hurts forecasts,environment,0.5422584414482117
Salesforce,Time to Buy the Dip on Salesforce Stock?,social,0.45842650532722473
Salesforce,"Salesforce abandons pursuit of Informatica, source says",neutral,0.5342669486999512
Salesforce,Salesforce Stock Tanks On Weak Guidance Amid Hopes For Artificial Intelligence Boost,neutral,0.5254135727882385
Salesforce,Salesforce plummets as weak forecast sparks concerns of AI competition,social,0.5491206645965576
Salesforce,Salesforce looks to reinvent itself again with its fledgling AI business,social,0.37281516194343567
Salesforce,Salesforce laying off 700 workers in latest tech industry downsizing - WSJ,social,0.5660147666931152
Salesforce,"Salesforce to hire 3,300 people after layoffs earlier this year, Bloomberg reports",social,0.5250963568687439
Salesforce,Oracle Vs. Salesforce (2024 Comparison),environment,0.33167335391044617
Salesforce,"SF's Salesforce loses $50 billion in value, worst day in years",social,0.5124701857566833
Salesforce,Reports: Salesforce abandons plans to acquire Informatica,social,0.37165746092796326
Salesforce,"Salesforce stock plunges by 20%, erasing over $50 billion in value",social,0.4751475155353546
Salesforce,"Salesforce Stock Dropped More Than 20% In One Day, What’s Next?",social,0.5314198136329651
Salesforce,"Salesforce, Informatica reportedly can’t agree to deal terms",social,0.41992008686065674
Salesforce,Salesforce to open first AI centre in London,social,0.585623562335968
Salesforce,Filing shows Salesforce paid $419M to buy Spiff in February,government,0.5299729704856873
Salesforce,Salesforce’s stock suffers its biggest drop in two decades,social,0.5787089467048645
Salesforce,"What Salesforce learned after saving 50,000 hours of work using AI",social,0.39605987071990967
IBM,"How IBM invented the smartphone, then abandoned it",neutral,0.5300265550613403
IBM,IBM to buy HashiCorp in $6.4 billion deal to expand in cloud,government,0.37038373947143555
IBM,"IBM Debuts Next-Generation Quantum Processor & IBM Quantum System Two, Extends Roadmap to Advance Era of Quantum Utility - Dec 4, 2023",government,0.3170188069343567
IBM,"IBM Report: Identity Comes Under Attack, Straining Enterprises' Recovery Time from Breaches",social,0.5684573650360107
IBM,"IBM Study: Widespread Discontent in Retail Experiences, Consumers Signal Interest in AI-Driven Shopping Amid Economic Strain",social,0.838355302810669
IBM,"IBM Commits Up To $45M to Climate Adaptation, Starting With New RFP for Resilient Cities",environment,0.8724445700645447
IBM,Rensselaer Polytechnic Institute and IBM unveil the world's first IBM Quantum System One on a university campus,social,0.4513412117958069
IBM,"AI Alliance Launches as an International Community of Leading Technology Developers, Researchers, and Adopters Collaborating Together to Advance Open, Safe, Responsible AI",social,0.8573037981987
IBM,"IBM Study: As CEOs Race Towards Gen AI Adoption, Questions Around Workforce and Culture Persist",social,0.9180288910865784
IBM,IBM makes more AI models open source and lands Saudi Arabia deal,government,0.7167496681213379
IBM,NATO Selects IBM to Further Enhance Alliance's Cybersecurity Resilience,government,0.7378760576248169
IBM,"IBM Debuts New, State-of-the-Art Washington DC Cyber Response Training Facility",government,0.6137796640396118
IBM,IBM forecasts annual revenue growth above estimates on AI adoption rush,government,0.38410723209381104
IBM,IBM Develops The AI-Quantum Link,environment,0.2724895179271698
IBM,IBM Announces New AI-Powered Threat Detection and Response Services,government,0.3541681170463562
IBM,Sevilla FC Transforms the Player Recruitment Process with the Power of IBM watsonx Generative AI,social,0.5517710447311401
IBM,The next big thing in retirement benefits might be the oldest: a traditional pension,social,0.5337094068527222
IBM,IBM Expands Relationship with AWS to Bring Generative AI Solutions and Dedicated Expertise to Clients,social,0.3832104206085205
IBM,New IBM LinuxONE 4 Express to Offer Cost Savings and Client Value through a Cyber Resilient Hybrid Cloud and AI Platform,environment,0.35838964581489563
IBM,Dun & Bradstreet and IBM Collaborate to Bring Trustworthy Business Insights to Fuel Responsible Generative AI Solutions Powered by watsonx,social,0.39715349674224854
IBM,"IBM nearing deal for cloud software provider HashiCorp, source says",social,0.33547601103782654
IBM,AI Drives IBM’s Quarterly Results Amid Economic Challenges,government,0.3341172933578491
IBM,IBM suspends ads on X after corporate ads appeared next to pro-Nazi content,social,0.48262128233909607
IBM,New IBM Study Explores the Changing Role of Leadership as Businesses in Europe Embrace Generative AI,social,0.7125968933105469
Tesla,I've driven tons of EVs. My first time driving a Tesla was still difficult.,environment,0.33554548025131226
Tesla,Tesla sales plunge far more than expected,social,0.3094992935657501
Tesla,Tesla recalling nearly 2.2M vehicles for software update to fix warning lights that are too small,social,0.35310012102127075
Tesla,Samsung Announces Collaboration With Tesla at CES 2024 for SmartThings Energy,environment,0.5946017503738403
Tesla,"I drove the new Tesla Model 3, here’s what got better",social,0.36998245120048523
Tesla,"Tesla 1Q profit falls 55%, but stock jumps as company moves to speed production of cheaper vehicles",neutral,0.44867053627967834
Tesla,We drove a Tesla in Silicon Valley and Detroit: Wildly different experiences,social,0.5318745970726013
Tesla,"Tesla’s earnings plunge, but the company promises cheaper car model",neutral,0.4018953740596771
Tesla,Tesla's price cuts eat into Cybertruck maker's profits as net income plunges 44% in the 3rd quarter,social,0.45528745651245117
Tesla,Tesla recalls nearly all 2 million of its vehicles on US roads,social,0.3220687806606293
Tesla,"I drove a Tesla for the first time. Nice car, but I was underwhelmed.",neutral,0.5534532070159912
Tesla,Tesla's 2Q profit falls 45% to $1.48 billion as sales drop despite price cuts and low-interest loans,government,0.3689521551132202
Tesla,TSLA Stock Quote Price and Forecast,neutral,0.3872922956943512
Tesla,"Tesla sales tumble nearly 9%, most in 4 years, as competition heats up and demand for EVs slows",environment,0.33161288499832153
Tesla,Tesla puts German factory production on hold as Red Sea attacks disrupt supply chains,government,0.3968079686164856
Tesla,Tesla: EV giant cuts prices in major markets as sales fall,social,0.3476718068122864
Tesla,Tesla recalls nearly all vehicles sold in US to fix system that monitors drivers using Autopilot,government,0.35399484634399414
Tesla,"Elon Musk cannot keep Tesla pay package worth more than $55 billion, judge rules",government,0.47636863589286804
Tesla,"Opinion | Sometimes, to Make an Electric Car Better, You’ve Got to Make It a Little Worse",social,0.5020498633384705
Tesla,"Tesla cuts the price of its ""Full Self Driving"" system by a third to $8,000",social,0.3351152539253235
Tesla,The Tesla Model S Has Lived Long Enough to See Itself Become a Villain,social,0.48529472947120667
Tesla,Is Tesla On the Road to Irrelevance?,environment,0.40827158093452454
Tesla,Tesla shares fall after deliveries drop 8.5% from a year ago,environment,0.3032549023628235
Tesla,The history of Elon Musk's Tesla,social,0.5151485800743103
Tesla,Tesla's recall of 2 million vehicles to fix its Autopilot system uses technology that may not work,government,0.3555885851383209
Tesla,What’s wrong with Tesla?,social,0.445848673582077
Tesla,Tesla driver tells police he was using 'self-drive' system when his car hit a parked police vehicle,social,0.32910895347595215
Tesla,Tesla won over fans of electric vehicles. Now Elon Musk and company have a bigger challenge: convincing everyday car buyers,social,0.5743036270141602
Tesla,"Tesla reported 485,000 deliveries for the fourth quarter, bringing 2023 total to 1.8 million",social,0.3045017719268799
Tesla,"Tesla sales fall for second straight quarter despite price cuts, but decline not as bad as expected",neutral,0.5981398224830627
Tesla,Tesla is now an official Chinese government car,government,0.8692520260810852
Tesla,"Tesla in Seattle-area crash that killed motorcyclist was using self-driving system, authorities say",government,0.45205262303352356
Tesla,Elon Musk’s Politics May Be Pushing Some Buyers Away From Tesla,social,0.6009219288825989
Tesla,Elon Musk Says a Cheaper Tesla Model Is Coming in 2025 as Chinese Competition Intensifies,government,0.3630973994731903
Tesla,Tesla’s ‘Full Self-Driving’ Struggled Soon After Leaving My Driveway,environment,0.41580212116241455
Tesla,Elon Musk insists Tesla isn’t a car company as sales falter,neutral,0.37546706199645996
Tesla,Think Tesla is in trouble? Pity even more its wannabe EV rivals,social,0.4437953233718872
Tesla,Tesla cuts U.S. prices for 3 of its electric vehicle models after a difficult week,government,0.3248976171016693
Tesla,Tesla’s next-generation vehicle: all the news about Elon Musk’s next big EV bet,social,0.4749408960342407
Tesla,2024 Tesla Model 3 Review: No Longer a Trailblazer,social,0.29845911264419556
Tesla,"How Tesla and its Chinese competitor compare, in 4 charts",social,0.41712120175361633
Tesla,Tesla asks shareholders to restore $56B Elon Musk pay package that was voided by Delaware judge,government,0.6528878808021545
Tesla,Tesla Promises ‘More Affordable Models’ and a ‘Cybercab’,social,0.5253588557243347
Tesla,2024 Tesla Model 3 Performance Shows Off at Laguna Seca,environment,0.35222089290618896
Tesla,"What We Know About Tesla’s Major Recall of 125,000 Vehicles",social,0.408251017332077
Tesla,"Tesla recalling nearly 4,000 Cybertrucks because accelerator pedal can get stuck",environment,0.3607587218284607
Tesla,Elon Musk's Tesla recalls two million cars in US over Autopilot defect,government,0.39798080921173096
Tesla,Tesla loses its EV quality edge as repair problems continue to plague the market,environment,0.3242911696434021
Tesla,Tesla CEO Elon Musk appears to confirm delay in Aug. 8 robotaxi unveil event to make design change,social,0.3526563048362732
Tesla,"34-year-old earning $400,000 a year: I regret buying a brand-new Tesla—it was a 'huge mistake'",environment,0.32430967688560486
Tesla,Elon Musk Mandates Test Drives of Tesla’s Flawed Driving System,social,0.37413087487220764
Tesla,Tesla Recalls Autopilot Software in 2 Million Vehicles,government,0.27118119597435
Tesla,"Musk said Tesla cars would rise in value, but the opposite happened",neutral,0.38496601581573486
Tesla,Tesla’s Troubles Raise Questions About Its Invincibility,social,0.4558929204940796
Apple,Apple Vision Pro available in the U.S. on February 2,government,0.30030357837677
Apple,"Apple announces changes to iOS, Safari, and the App Store in the European Union",government,0.4577121436595917
Apple,"Introducing Apple Intelligence for iPhone, iPad, and Mac",government,0.47806909680366516
Apple,iOS 18 Preview,social,0.31977275013923645
Apple,Apple Intelligence Preview,government,0.6615009903907776
Apple,Apple to expand repair options with support for used genuine parts,social,0.5469728708267212
Apple,"Apple announces new accessibility features, including Eye Tracking, Music Haptics, and Vocal Shortcuts",social,0.2944256067276001
Apple,"Apple Vision Pro arrives in China mainland, Hong Kong, Japan, and Singapore",social,0.5526041984558105
Apple,Apple previews new entertainment experiences launching with Apple Vision Pro,neutral,0.2951134741306305
Apple,Apple’s Worldwide Developers Conference to kick off June 10 with Keynote address,social,0.49979129433631897
Apple,Apple unveils iPhone 15 Pro and iPhone 15 Pro Max,government,0.3319794833660126
Apple,Apple announces winners of the 2024 Apple Design Awards,social,0.3956116735935211
Apple,"iOS 18 makes iPhone more personal, capable, and intelligent than ever",social,0.7377221584320068
Apple,New features come to Apple services this fall,social,0.3019964396953583
Apple,"Apple unveils stunning new iPad Pro with the world’s most advanced display, M4 chip, and Apple Pencil Pro",social,0.4170333445072174
Apple,Apple and Google deliver support for unwanted tracking alerts in iOS and Android,social,0.4778485596179962
Apple,iPhone 15 Pro and iPhone 15 Pro Max,social,0.34773579239845276
Apple,Apple Vision Pro arrives in new countries and regions beginning June 28,social,0.4087454080581665
Apple,Behind the scenes at Scary Fast: Apple’s keynote event shot on iPhone and edited on Mac,government,0.4303627908229828
Apple,Apple introduces transcripts for Apple Podcasts,social,0.3585823178291321
Apple,Apple Vision Pro arrives in Apple Store locations across the U.S.,environment,0.3925316035747528
Apple,Apple unveils the new 13- and 15-inch MacBook Air with the powerful M3 chip,environment,0.4021487832069397
Apple,Apple debuts iPhone 15 and iPhone 15 Plus,social,0.3543311059474945
Apple,"Apple unveils App Store Award winners, the best apps and games of 2023",social,0.3022407591342926
Apple,iOS 17 is available today,social,0.3086872696876526
Apple,"Apple introduces new Apple Pencil, bringing more value and choice to the lineup",social,0.637588620185852
Apple,"watchOS 11 brings powerful health and fitness insights, and even more personalization and connectivity",social,0.7416831851005554
Apple,Redesigned Apple TV app elevates the viewing experience,government,0.352827787399292
Apple,Apple launches “Made for Business” in select stores around the world,social,0.6757386922836304
Apple,Office of Public Affairs | Justice Department Sues Apple for Monopolizing Smartphone Markets,government,0.8647295236587524
Apple,Apple unveils the redesigned 11-inch and all-new 13-inch iPad Air with M2,environment,0.28926345705986023
Apple,iPadOS 18 Preview,social,0.2773185968399048
Apple,Apple introduces M4 chip,social,0.3785887062549591
Apple,Final Cut Pro for Mac and iPad get powerful updates,government,0.3781462013721466
Apple,Apple unveils Apple Watch Ultra 2,social,0.3836813271045685
Apple,Apple Vision Pro unlocks new opportunities for health app developers,neutral,0.31016072630882263
Apple,Updates to the Home experience elevate entertainment and bring more convenience,social,0.691564679145813
Apple,Apple Vision Pro brings a new era of spatial computing to business,environment,0.5292314887046814
Apple,"Apple Jing’an to welcome its first customers this Thursday, March 21, in Shanghai",social,0.6756687164306641
Apple,iPhone 15 lineup and new Apple Watch lineup arrive worldwide,social,0.5496180057525635
Apple,Apple unveils its first carbon neutral products,neutral,0.5949937105178833
Apple,Apple ramps up investment in clean energy and water around the world,environment,0.8135214447975159
Apple,Apple Watch Series 9,social,0.45385366678237915
Apple,"Apple Vision Pro, One Month Later: It's in My Life, Sometimes",social,0.598803699016571
Apple,"Apple TV+ announces “Neuromancer,” new drama based on the multi-award-winning science fiction novel by William Gibson",neutral,0.6933884620666504
Apple,Apple expands Self Service Repair and introduces new Diagnostics process,social,0.6626933813095093
Apple,My Life Outside of the Apple Vision Pro,social,0.331265389919281
Apple,Apple supercharges 24-inch iMac with new M3 chip,environment,0.4097721576690674
Apple,watchOS 10 is available today,social,0.2857285439968109
Apple,Apple and Île-de-France Mobilités introduce Navigo for iPhone and Apple Watch,social,0.3838973641395569
Apple,Apple Hearing Study shares preliminary insights on tinnitus,government,0.38144639134407043
Apple,Apple Arcade takes players into a new dimension with spatial gaming,environment,0.9273960590362549
Apple,iPhone 15 Pro and 15 Pro Max - Technical Specifications,government,0.43576303124427795
Apple,AirPods introduce convenient ways to communicate and interact,social,0.8197327256202698
Apple,Apple’s 2024 Pride Collection shines light on LGBTQ+ communities,social,0.832957923412323
Apple,"Apple The Exchange TRX opens Saturday, June 22, in Kuala Lumpur",social,0.43533438444137573
Apple,Inside Apple’s Big Plan to Bring Generative AI to All Its Devices,government,0.3152741491794586
Apple,iPhone 15 and iPhone 15 Plus - Technical Specifications,government,0.3958129286766052
Apple,Final Cut Pro transforms video creation with Live Multicam on iPad and new AI features on Mac,social,0.3778156340122223
Apple,"Apple Original Films Formula 1® feature starring Brad Pitt to be released on June 27, 2025",social,0.4988625645637512
Apple,Apple empowers developers and fuels innovation with new tools and resources,social,0.5702469944953918
Apple,"Apple Vision Pro hands-on, again, for the first time",environment,0.32768020033836365
Apple,"Five new games, including Ubisoft’s Rabbids: Legends of the Multiverse, arrive on Apple Arcade",social,0.4975440502166748
Apple,iPhone 15 and iPhone 15 Plus,social,0.3515194356441498
Apple,Apple Music celebrates the greatest records ever made with the launch of inaugural 100 Best Albums list,social,0.6241073608398438
Apple,macOS Sonoma is available today,social,0.36545565724372864
Apple,Apple introduces spatial video capture on iPhone 15 Pro,environment,0.785270094871521
Apple,Apple spotlights the top apps and games of 2023 on the App Store,social,0.28840887546539307
Apple,visionOS 2 brings new spatial computing experiences to Apple Vision Pro,environment,0.5708634257316589
Apple,Apple Watch double tap gesture now available with watchOS 10.1,social,0.3860453963279724
Apple,Apple extends its privacy leadership with new updates across its platforms,social,0.44966447353363037
Apple,iPhone - Why Upgrade,social,0.4107125401496887
Apple,iPadOS 18 introduces powerful new intelligence features and apps designed for Apple Pencil,government,0.37365248799324036
Apple,Apple Jing’an now open in Shanghai,environment,0.39682701230049133
Apple,Apple Explores A.I. Deals With News Publishers,social,0.5762303471565247
Apple,The Apple Vision Pro,environment,0.3913302719593048
Apple,Apple Music reveals top 10 albums of all time on 100 Best list,social,0.4094408452510834
Apple,Apple leaps into AI with an array of upcoming iPhone features and a ChatGPT deal to smarten up,social,0.5271167755126953
Apple,Apple iPhone Spatial Video Looks Amazing on Vision Pro,environment,0.564710795879364
Apple,"Apple’s new iPhones get faster chips, better cameras and new charging ports",social,0.3415191173553467
Apple,Here's Why Apple's WWDC Presentation Changed My Mind About iOS 18,social,0.4359026253223419
Apple,Apple Watch Ultra 2,social,0.41868162155151367
Apple,"Goodbye to Apple’s Smart Keyboard Folio, the best iPad Pro accessory",neutral,0.588840663433075
Apple,"Apple TV+ renews acclaimed, expansive sci-fi drama “Invasion” for season three",government,0.3161795139312744
Apple,I spent the morning with the Apple Vision Pro,social,0.43395835161209106
Apple,The Apple Vision Pro Is a Marvel. But Who Will Buy It?,social,0.5700175166130066
Apple,Apple’s Slow Rollout of Intelligence Features Will Stretch Into 2025,government,0.44565922021865845
Apple,"Apple TV+ unveils first look at highly anticipated Godzilla and Titans live-action original series, “Monarch: Legacy of Monsters”",government,0.3893582820892334
Apple,Environment - Mother Nature,environment,0.9871983528137207
Apple,Apple’s AI Push Sets Stage for Everything From Glasses to Robots,social,0.3863682448863983
Apple,Apple Watch is the perfect golfing companion,social,0.7100369930267334
Apple,Apple The Exchange TRX now open in Kuala Lumpur,social,0.3648061454296112
Apple,Every “Apple Intelligence” feature announced,government,0.479562371969223
Apple,Apple Needs to Evolve to Compete in the Artificial Intelligence Era,social,0.3470928370952606
Apple,Apple Intelligence Brings AI to the iPhone With ChatGPT Integration and More,social,0.5673847198486328
Apple,Apple Intelligence is the company’s new generative AI offering,government,0.4125898778438568
Microsoft,Helping our customers through the CrowdStrike outage,social,0.8574397563934326
Microsoft,Introducing Copilot+ PCs,social,0.5822849869728088
Microsoft,Staying ahead of threat actors in the age of AI,social,0.39526164531707764
Microsoft,"With a systems approach to chips, Microsoft aims to tailor everything ‘from silicon to service’ to meet AI demand - Source",government,0.28924182057380676
Microsoft,Bringing the full power of Copilot to more people and businesses,social,0.9063172340393066
Microsoft,"Announcing Microsoft Copilot, your everyday AI companion",social,0.5356072187423706
Microsoft,Introducing Mistral-Large on Azure in partnership with Mistral AI,environment,0.4538640081882477
